HOUR,NB_LOAD,NB_DEMAND,ISO_NE,NMISA,QUEBEC,NOVA_SCOTIA,PEI
2019-01-22 22:00,2342,2426,559,40,-999,1,189
2019-01-22 23:00,2255,2338,420,39,-999,77,174
2019-01-23 00:00,2159,2238,399,37,-998,40,162
2019-01-23 01:00,2094,2168,275,38,-891,79,157
2019-01-23 02:00,2096,2173,356,32,-973,80,145
2019-01-23 03:00,2110,2187,311,32,-973,80,142
2019-01-23 04:00,2131,2210,270,33,-973,99,142
2019-01-23 05:00,2170,2250,188,34,-973,100,145
2019-01-23 06:00,2251,2335,116,38,-973,115,162
2019-01-23 07:00,2446,2544,-6,49,-998,164,191
2019-01-23 08:00,2632,2742,-48,68,-999,144,215
2019-01-23 09:00,2618,2727,4,56,-999,121,234
2019-01-23 10:00,2585,2691,-1,62,-999,128,235
2019-01-23 11:00,2529,2631,89,60,-999,131,231
2019-01-23 12:00,2438,2535,155,60,-999,139,230
2019-01-23 13:00,2387,2481,167,50,-999,140,232
2019-01-23 14:00,2370,2464,236,54,-999,144,227
2019-01-23 15:00,2347,2442,273,54,-999,145,220
2019-01-23 16:00,2346,2440,270,54,-999,144,219
2019-01-23 17:00,2386,2480,97,52,-999,100,242
2019-01-23 18:00,2402,2496,64,61,-969,100,258
2019-01-23 19:00,2373,2465,136,63,-999,100,247
2019-01-23 20:00,2319,2406,186,62,-996,100,232
2019-01-23 21:00,2256,2338,282,60,-973,100,216
2019-01-23 22:00,2162,2239,351,54,-973,99,195
2019-01-23 23:00,2034,2104,425,49,-973,75,167
2019-01-24 00:00,1917,1982,547,42,-955,44,149
2019-01-24 01:00,1821,1874,468,36,-768,0,76
2019-01-24 02:00,1799,1860,711,35,-947,0,64
2019-01-24 03:00,1758,1818,657,31,-948,0,64
2019-01-24 04:00,1755,1812,639,30,-934,0,60
2019-01-24 05:00,1799,1861,657,30,-949,0,69
2019-01-24 06:00,1840,1904,610,33,-951,0,125
2019-01-24 07:00,1908,1976,631,40,-973,0,162
2019-01-24 08:00,2031,2103,628,32,-973,0,175
2019-01-24 09:00,2040,2113,526,62,-973,0,197
2019-01-24 10:00,2014,2086,557,64,-973,0,196
2019-01-24 11:00,1997,2066,601,63,-973,0,168
2019-01-24 12:00,1974,2042,627,66,-973,0,173
2019-01-24 13:00,1935,2002,629,63,-940,0,149
2019-01-24 14:00,1912,1974,642,40,-940,0,135
2019-01-24 15:00,1889,1945,636,38,-940,28,133
2019-01-24 16:00,1885,1942,655,38,-940,0,100
2019-01-24 17:00,1930,1990,666,40,-964,0,96
2019-01-24 18:00,1942,2006,760,49,-964,0,70
2019-01-24 19:00,1903,1966,798,47,-964,0,49
2019-01-24 20:00,1872,1935,798,55,-964,0,36
2019-01-24 21:00,1817,1874,798,54,-964,0,19
2019-01-24 22:00,1733,1783,799,49,-962,0,3
2019-01-24 23:00,1555,1598,821,46,-931,0,-1
2019-01-25 00:00,1445,1484,850,39,-841,0,-14
2019-01-25 01:00,1370,1396,759,25,-515,-1,-21
2019-01-25 02:00,1347,1378,873,12,-717,-48,-22
2019-01-25 03:00,1350,1382,875,11,-719,-50,-18
2019-01-25 04:00,1364,1398,874,11,-747,-50,-24
2019-01-25 05:00,1405,1440,871,11,-747,-49,-14
2019-01-25 06:00,1478,1516,819,15,-837,-15,-5
2019-01-25 07:00,1662,1708,797,23,-951,0,17
2019-01-25 08:00,1849,1900,676,35,-947,0,43
2019-01-25 09:00,1877,1927,671,31,-947,0,59
2019-01-25 10:00,1857,1909,725,29,-996,29,50
2019-01-25 11:00,1819,1869,720,32,-996,30,56
2019-01-25 12:00,1799,1848,669,37,-992,30,115
2019-01-25 13:00,1745,1793,683,35,-940,30,82
2019-01-25 14:00,1701,1748,683,35,-940,30,82
2019-01-25 15:00,1669,1716,674,45,-940,30,85
2019-01-25 16:00,1674,1721,664,42,-940,31,71
2019-01-25 17:00,1782,1833,724,37,-940,80,112
2019-01-25 18:00,1924,1986,600,42,-940,168,136
2019-01-25 19:00,1964,2030,601,45,-940,194,136
2019-01-25 20:00,1953,2020,614,50,-940,181,137
2019-01-25 21:00,1934,1999,677,39,-940,179,111
2019-01-25 22:00,1899,1964,782,33,-940,100,90
2019-01-25 23:00,1839,1901,806,26,-933,50,111
2019-01-26 00:00,1764,1814,782,32,-841,1,120
2019-01-26 01:00,1712,1749,452,25,-533,0,107
2019-01-26 02:00,1704,1754,621,-2,-929,0,96
2019-01-26 03:00,1715,1766,603,-1,-930,8,78
2019-01-26 04:00,1734,1787,662,1,-930,0,63
2019-01-26 05:00,1768,1821,625,5,-930,0,75
2019-01-26 06:00,1828,1881,606,9,-930,28,81
2019-01-26 07:00,1922,1982,634,14,-951,0,62
2019-01-26 08:00,2040,2106,672,22,-973,1,78
2019-01-26 09:00,2150,2221,527,30,-973,63,86
2019-01-26 10:00,2153,2225,497,38,-964,65,82
2019-01-26 11:00,2116,2188,553,47,-964,65,80
2019-01-26 12:00,2065,2138,513,51,-964,65,104
2019-01-26 13:00,2013,2087,455,49,-964,109,115
2019-01-26 14:00,1964,2037,460,51,-964,110,154
2019-01-26 15:00,1938,2012,398,51,-940,150,183
2019-01-26 16:00,1948,2023,368,49,-940,150,189
2019-01-26 17:00,2018,2095,288,50,-940,106,210
2019-01-26 18:00,2124,2206,242,52,-940,106,223
2019-01-26 19:00,2148,2229,317,51,-940,106,224
2019-01-26 20:00,2128,2206,423,49,-943,106,225
2019-01-26 21:00,2107,2186,550,48,-988,106,206
2019-01-26 22:00,2065,2143,599,48,-968,106,188
2019-01-26 23:00,2006,2079,578,46,-968,105,187
2019-01-27 00:00,1958,2030,506,41,-968,99,179
2019-01-27 01:00,1915,1983,387,37,-968,76,170
2019-01-27 02:00,1909,1979,354,39,-968,109,164
2019-01-27 03:00,1919,1988,357,37,-968,106,166
2019-01-27 04:00,1940,2010,355,37,-968,106,157
2019-01-27 05:00,1973,2045,259,36,-968,106,163
2019-01-27 06:00,2017,2091,184,31,-968,134,169
2019-01-27 07:00,2087,2163,304,28,-968,107,170
2019-01-27 08:00,2173,2252,386,17,-968,150,170
2019-01-27 09:00,2259,2344,326,23,-970,151,212
2019-01-27 10:00,2284,2370,365,26,-989,148,223
2019-01-27 11:00,2232,2314,503,11,-989,49,224
2019-01-27 12:00,2143,2224,541,11,-989,109,171
2019-01-27 13:00,2070,2152,539,15,-987,172,173
2019-01-27 14:00,2002,2079,589,11,-968,130,180
2019-01-27 15:00,1934,2007,505,7,-968,130,196
2019-01-27 16:00,1923,1996,505,17,-968,130,183
2019-01-27 17:00,2024,2100,553,26,-968,131,189
2019-01-27 18:00,2120,2200,593,16,-968,179,185
2019-01-27 19:00,2133,2206,634,23,-973,139,193
2019-01-27 20:00,2103,2170,711,19,-973,76,156
2019-01-27 21:00,2063,2128,792,17,-971,80,64
2019-01-27 22:00,1981,2039,806,17,-941,75,24
2019-01-27 23:00,1852,1903,882,18,-940,75,11
2019-01-28 00:00,1750,1803,903,9,-917,99,-5
2019-01-28 01:00,1678,1727,844,7,-872,100,3
2019-01-28 02:00,1648,1695,797,20,-867,99,-9
2019-01-28 03:00,1629,1672,787,9,-825,51,-18
2019-01-28 04:00,1640,1682,787,9,-824,50,0
2019-01-28 05:00,1691,1733,785,8,-831,50,7
2019-01-28 06:00,1767,1814,767,4,-927,50,65
2019-01-28 07:00,1959,2019,764,10,-970,50,68
2019-01-28 08:00,2161,2230,757,21,-973,50,83
2019-01-28 09:00,2199,2275,684,26,-973,75,96
2019-01-28 10:00,2148,2224,714,28,-973,104,103
2019-01-28 11:00,2119,2195,739,29,-973,65,98
2019-01-28 12:00,2078,2150,753,34,-973,67,103
2019-01-28 13:00,2028,2101,686,33,-973,172,93
2019-01-28 14:00,1997,2069,681,32,-973,173,70
2019-01-28 15:00,1984,2053,835,21,-973,111,66
2019-01-28 16:00,2018,2087,839,21,-973,110,45
2019-01-28 17:00,2133,2206,837,22,-973,109,61
2019-01-28 18:00,2270,2347,764,45,-973,65,106
2019-01-28 19:00,2335,2417,813,42,-974,65,60
2019-01-28 20:00,2362,2445,706,40,-975,65,79
2019-01-28 21:00,2358,2439,692,27,-999,65,108
2019-01-28 22:00,2315,2394,722,24,-999,65,76
2019-01-28 23:00,2234,2309,737,44,-999,65,65
2019-01-29 00:00,2158,2233,608,29,-999,64,78
2019-01-29 01:00,2126,2198,587,24,-999,30,107
2019-01-29 02:00,2152,2223,528,19,-999,2,118
2019-01-29 03:00,2183,2258,424,19,-1010,71,129
2019-01-29 04:00,2203,2277,583,32,-1130,1,141
2019-01-29 05:00,2266,2341,382,17,-1000,0,147
2019-01-29 06:00,2362,2442,271,21,-999,16,159
2019-01-29 07:00,2557,2653,286,27,-999,94,175
2019-01-29 08:00,2732,2842,428,48,-999,96,203
2019-01-29 09:00,2701,2809,451,54,-999,94,204
2019-01-29 10:00,2583,2680,500,53,-999,21,210
2019-01-29 11:00,2417,2508,670,54,-999,20,211
2019-01-29 12:00,2317,2405,588,53,-999,58,215
2019-01-29 13:00,2231,2316,517,46,-999,43,214
2019-01-29 14:00,2176,2259,389,43,-999,85,210
2019-01-29 15:00,2131,2213,414,47,-999,86,216
2019-01-29 16:00,2164,2247,426,47,-999,94,215
2019-01-29 17:00,2304,2394,389,47,-999,95,234
2019-01-29 18:00,2404,2500,398,55,-999,95,248
2019-01-29 19:00,2436,2534,427,54,-999,95,248
2019-01-29 20:00,2418,2515,456,53,-999,95,231
2019-01-29 21:00,2383,2476,451,40,-999,95,216
2019-01-29 22:00,2307,2395,500,34,-999,95,208
2019-01-29 23:00,2206,2286,528,27,-999,93,188
2019-01-30 00:00,2099,2173,571,20,-999,21,173
2019-01-30 01:00,2025,2095,546,15,-999,25,167
2019-01-30 02:00,2009,2077,493,9,-999,44,154
2019-01-30 03:00,1992,2060,491,19,-999,44,134
2019-01-30 04:00,1995,2064,459,18,-999,45,127
2019-01-30 05:00,2037,2106,529,12,-999,73,125
2019-01-30 06:00,2088,2161,490,12,-999,39,154
2019-01-30 07:00,2251,2333,521,18,-999,9,157
2019-01-30 08:00,2410,2498,513,20,-999,0,182
2019-01-30 09:00,2395,2484,554,19,-999,0,166
2019-01-30 10:00,2360,2446,591,19,-999,0,171
2019-01-30 11:00,2327,2411,657,19,-999,0,171
2019-01-30 12:00,2284,2365,749,18,-999,1,148
2019-01-30 13:00,2226,2306,736,18,-999,58,116
2019-01-30 14:00,2201,2279,754,22,-999,59,73
2019-01-30 15:00,2166,2241,795,23,-999,59,64
2019-01-30 16:00,2155,2230,805,25,-999,58,60
2019-01-30 17:00,2183,2258,859,26,-999,1,61
2019-01-30 18:00,2193,2268,777,29,-999,0,71
2019-01-30 19:00,2202,2277,841,19,-999,0,62
2019-01-30 20:00,2185,2262,840,18,-999,0,62
2019-01-30 21:00,2146,2223,841,14,-999,0,51
2019-01-30 22:00,2094,2169,840,9,-994,0,39
2019-01-30 23:00,2019,2087,826,3,-952,-1,15
2019-01-31 00:00,1946,2012,945,-5,-950,-75,9
2019-01-31 01:00,1913,1978,902,-9,-927,-75,19
2019-01-31 02:00,1921,1987,840,0,-904,-1,12
2019-01-31 03:00,1945,2009,769,-1,-861,0,60
2019-01-31 04:00,1984,2051,786,-2,-932,0,140
2019-01-31 05:00,2043,2111,779,-1,-932,0,140
2019-01-31 06:00,2133,2199,778,2,-862,0,141
2019-01-31 07:00,2328,2401,753,4,-949,0,153
2019-01-31 08:00,2509,2593,705,23,-977,1,91
2019-01-31 09:00,2502,2587,723,24,-979,1,68
2019-01-31 10:00,2399,2480,732,26,-999,1,80
2019-01-31 11:00,2311,2388,793,23,-999,1,80
2019-01-31 12:00,2241,2316,840,25,-999,1,62
2019-01-31 13:00,2172,2246,838,17,-999,1,51
2019-01-31 14:00,2177,2251,804,16,-999,0,79
2019-01-31 15:00,2194,2269,775,19,-998,0,83
2019-01-31 16:00,2291,2368,720,19,-996,0,66
2019-01-31 17:00,2417,2498,719,16,-996,8,88
2019-01-31 18:00,2508,2595,814,15,-996,0,102
2019-01-31 19:00,2563,2652,843,17,-995,0,94
2019-01-31 20:00,2581,2671,792,17,-999,0,93
2019-01-31 21:00,2555,2644,811,22,-1028,1,103
2019-01-31 22:00,2498,2584,740,15,-1028,73,90
2019-01-31 23:00,2403,2485,809,8,-1026,74,68
